,Strana,MinMajRate,HlasovaniId
7759,ANO,0.0,67969
7760,KDU-ČSL,0.0,67969
7761,ODS,0.0,67969
7762,Piráti,0.0,67969
7763,SPD,0.0,67969
7764,STAN,0.0,67969
7765,TOP09,0.0,67969
7766,ČSSD,0.0,67969
7767,ANO,0.0,67970
7768,ANO,0.03225806451612903,67970
7769,KDU-ČSL,0.0,67970
7770,KSČM,0.0,67970
7771,ODS,0.0,67970
7772,Piráti,0.0,67970
7773,SPD,0.0,67970
7774,STAN,0.0,67970
7775,TOP09,0.0,67970
7776,ČSSD,0.0,67970
7777,ANO,0.0,67971
7778,KDU-ČSL,0.0,67971
7779,ODS,0.0,67971
7780,ODS,0.11764705882352941,67971
7781,Piráti,0.0,67971
7782,SPD,0.0,67971
7783,STAN,0.0,67971
7784,STAN,0.3333333333333333,67971
7785,TOP09,0.0,67971
7786,ČSSD,0.0,67971
7787,ANO,0.0,67972
7788,ANO,0.03389830508474576,67972
7789,KDU-ČSL,0.0,67972
7790,KSČM,0.0,67972
7791,ODS,0.0,67972
7792,Piráti,0.0,67972
7793,SPD,0.0,67972
7794,STAN,0.0,67972
7795,TOP09,0.0,67972
7796,ČSSD,0.0,67972
7797,ANO,0.0,67973
7798,KDU-ČSL,0.0,67973
7799,KSČM,0.0,67973
7800,ODS,0.0,67973
7801,Piráti,0.0,67973
7802,SPD,0.0,67973
7803,STAN,0.0,67973
7804,TOP09,0.0,67973
7805,ČSSD,0.0,67973
7806,ANO,0.0,67974
7807,KDU-ČSL,0.0,67974
7808,KSČM,0.0,67974
7809,ODS,0.0,67974
7810,ODS,0.05555555555555555,67974
7811,Piráti,0.0,67974
7812,SPD,0.0,67974
7813,TOP09,0.0,67974
7814,ČSSD,0.0,67974
7815,ANO,0.0,67975
7816,ANO,0.05172413793103448,67975
7817,KDU-ČSL,0.0,67975
7818,KSČM,0.0,67975
7819,KSČM,0.2,67975
7820,ODS,0.0,67975
7821,Piráti,0.0,67975
7822,SPD,0.0,67975
7823,STAN,0.0,67975
7824,ČSSD,0.0,67975
7825,ANO,0.0,67976
7826,ANO,0.09259259259259259,67976
7827,KDU-ČSL,0.0,67976
7828,KSČM,0.0,67976
7829,KSČM,1.0,67976
7830,ODS,0.0,67976
7831,Piráti,0.0,67976
7832,SPD,0.0,67976
7833,STAN,0.0,67976
7834,TOP09,0.0,67976
7835,ČSSD,0.0,67976
7836,ANO,0.0,67977
7837,ANO,0.031746031746031744,67977
7838,KDU-ČSL,0.0,67977
7839,KSČM,0.0,67977
7840,ODS,0.0,67977
7841,Piráti,0.0,67977
7842,SPD,0.0,67977
7843,STAN,0.0,67977
7844,STAN,0.3333333333333333,67977
7845,TOP09,0.0,67977
7846,ČSSD,0.0,67977
7847,ANO,0.0,67978
7848,KSČM,0.0,67978
7849,ODS,0.0,67978
7850,Piráti,0.0,67978
7851,SPD,0.0,67978
7852,ČSSD,0.0,67978
7853,ANO,0.0,67979
7854,KDU-ČSL,0.0,67979
7855,KSČM,0.0,67979
7856,ODS,0.0,67979
7857,Piráti,0.0,67979
7858,SPD,0.0,67979
7859,STAN,0.0,67979
7860,TOP09,0.0,67979
7861,ČSSD,0.0,67979
7862,ANO,0.0,67980
7863,KDU-ČSL,0.0,67980
7864,KSČM,0.0,67980
7865,ODS,0.0,67980
7866,Piráti,0.0,67980
7867,SPD,0.0,67980
7868,STAN,0.0,67980
7869,TOP09,0.0,67980
7870,ČSSD,0.0,67980
7871,ANO,0.0,67981
7872,KDU-ČSL,0.0,67981
7873,KSČM,0.0,67981
7874,ODS,0.0,67981
7875,Piráti,0.0,67981
7876,SPD,0.0,67981
7877,TOP09,0.0,67981
7878,ČSSD,0.0,67981
7879,ANO,0.0,67982
7880,KDU-ČSL,0.0,67982
7881,KSČM,0.0,67982
7882,ODS,0.0,67982
7883,Piráti,0.0,67982
7884,SPD,0.0,67982
7885,STAN,0.0,67982
7886,TOP09,0.0,67982
7887,ČSSD,0.0,67982
7888,ANO,0.0,67983
7889,KDU-ČSL,0.0,67983
7890,KSČM,0.0,67983
7891,ODS,0.0,67983
7892,ODS,0.05,67983
7893,Piráti,0.0,67983
7894,SPD,0.0,67983
7895,STAN,0.0,67983
7896,TOP09,0.0,67983
7897,ČSSD,0.0,67983
7898,ANO,0.0,67984
7899,ANO,0.017857142857142856,67984
7900,KDU-ČSL,0.0,67984
7901,KSČM,0.0,67984
7902,ODS,0.0,67984
7903,Piráti,0.0,67984
7904,SPD,0.0,67984
7905,STAN,0.0,67984
7906,TOP09,0.0,67984
7907,ČSSD,0.0,67984
7908,ANO,0.0,67985
7909,KDU-ČSL,0.0,67985
7910,KSČM,0.0,67985
7911,ODS,0.0,67985
7912,Piráti,0.0,67985
7913,SPD,0.0,67985
7914,STAN,0.0,67985
7915,TOP09,0.0,67985
7916,ČSSD,0.0,67985
7917,ANO,0.0,67986
7918,KSČM,0.0,67986
7919,ODS,0.0,67986
7920,Piráti,0.0,67986
7921,SPD,0.0,67986
7922,STAN,0.0,67986
7923,TOP09,0.0,67986
7924,ČSSD,0.0,67986
7925,ANO,0.0,67987
7926,KDU-ČSL,0.0,67987
7927,KSČM,0.0,67987
7928,ODS,0.0,67987
7929,Piráti,0.0,67987
7930,Piráti,1.0,67987
7931,SPD,0.0,67987
7932,STAN,0.0,67987
7933,TOP09,0.0,67987
7934,ČSSD,0.0,67987
7935,ANO,0.0,67988
7936,KDU-ČSL,0.0,67988
7937,KSČM,0.0,67988
7938,ODS,0.0,67988
7939,Piráti,0.0,67988
7940,Piráti,0.5,67988
7941,SPD,0.0,67988
7942,TOP09,0.0,67988
7943,ČSSD,0.0,67988
7944,ANO,0.0,67989
7945,KDU-ČSL,0.0,67989
7946,KSČM,0.0,67989
7947,ODS,0.0,67989
7948,Piráti,0.0,67989
7949,SPD,0.0,67989
7950,STAN,0.0,67989
7951,TOP09,0.0,67989
7952,ČSSD,0.0,67989
7953,ČSSD,0.16666666666666666,67989
7954,ANO,0.0,67990
7955,KDU-ČSL,0.0,67990
7956,KSČM,0.0,67990
7957,ODS,0.0,67990
7958,Piráti,0.0,67990
7959,SPD,0.0,67990
7960,STAN,0.0,67990
7961,ČSSD,0.0,67990
7962,ANO,0.0,67991
7963,KDU-ČSL,0.0,67991
7964,KSČM,0.0,67991
7965,ODS,0.0,67991
7966,Piráti,0.0,67991
7967,SPD,0.0,67991
7968,STAN,0.0,67991
7969,TOP09,0.0,67991
7970,ČSSD,0.0,67991
7971,ANO,0.0,67992
7972,KDU-ČSL,0.0,67992
7973,KSČM,0.0,67992
7974,ODS,0.0,67992
7975,Piráti,0.0,67992
7976,SPD,0.0,67992
7977,STAN,0.0,67992
7978,TOP09,0.0,67992
7979,ČSSD,0.0,67992
7980,ANO,0.0,67993
7981,ANO,0.0625,67993
7982,KDU-ČSL,0.0,67993
7983,KSČM,0.0,67993
7984,ODS,0.0,67993
7985,Piráti,0.0,67993
7986,SPD,0.0,67993
7987,STAN,0.0,67993
7988,TOP09,0.0,67993
7989,ČSSD,0.0,67993
7990,ANO,0.0,67994
7991,KDU-ČSL,0.0,67994
7992,KSČM,0.0,67994
7993,ODS,0.0,67994
7994,Piráti,0.0,67994
7995,SPD,0.0,67994
7996,STAN,0.0,67994
7997,TOP09,0.0,67994
7998,ČSSD,0.0,67994
7999,ANO,0.0,67995
8000,KDU-ČSL,0.0,67995
8001,ODS,0.0,67995
8002,SPD,0.0,67995
8003,STAN,0.0,67995
8004,TOP09,0.0,67995
8005,ČSSD,0.0,67995
8006,ANO,0.0,67996
8007,ANO,1.0,67996
8008,KDU-ČSL,0.0,67996
8009,ODS,0.0,67996
8010,SPD,0.0,67996
8011,STAN,0.0,67996
8012,TOP09,0.0,67996
8013,ČSSD,0.0,67996
8014,ANO,0.0,67997
8015,KDU-ČSL,0.0,67997
8016,ODS,0.0,67997
8017,SPD,0.0,67997
8018,STAN,0.0,67997
8019,TOP09,0.0,67997
8020,ČSSD,0.0,67997
8021,KDU-ČSL,0.0,67998
8022,ODS,0.0,67998
8023,Piráti,0.0,67998
8024,SPD,0.0,67998
8025,STAN,0.0,67998
8026,TOP09,0.0,67998
8027,KDU-ČSL,0.0,67999
8028,ODS,0.0,67999
8029,Piráti,0.0,67999
8030,SPD,0.0,67999
8031,STAN,0.0,67999
8032,KDU-ČSL,0.0,68000
8033,ODS,0.0,68000
8034,ODS,0.09090909090909091,68000
8035,Piráti,0.0,68000
8036,STAN,0.0,68000
8037,TOP09,0.0,68000
8038,ČSSD,0.0,68000
8039,ANO,0.0,68001
8040,KDU-ČSL,0.0,68001
8041,KSČM,0.0,68001
8042,ODS,0.0,68001
8043,Piráti,0.0,68001
8044,SPD,0.0,68001
8045,STAN,0.0,68001
8046,TOP09,0.0,68001
8047,ČSSD,0.0,68001
8048,KDU-ČSL,0.0,68002
8049,ODS,0.0,68002
8050,SPD,0.0,68002
8051,STAN,0.0,68002
8052,TOP09,0.0,68002
8053,KDU-ČSL,0.0,68003
8054,ODS,0.0,68003
8055,SPD,0.0,68003
8056,STAN,0.0,68003
8057,TOP09,0.0,68003
8058,KDU-ČSL,0.0,68004
8059,KSČM,0.0,68004
8060,ODS,0.0,68004
8061,Piráti,0.0,68004
8062,SPD,0.0,68004
8063,STAN,0.0,68004
8064,KDU-ČSL,0.0,68005
8065,ODS,0.0,68005
8066,SPD,0.0,68005
8067,STAN,0.0,68005
8068,TOP09,0.0,68005
8069,KDU-ČSL,0.0,68006
8070,KSČM,0.0,68006
8071,ODS,0.0,68006
8072,Piráti,0.0,68006
8073,SPD,0.0,68006
8074,STAN,0.0,68006
8075,TOP09,0.0,68006
8076,ČSSD,0.0,68006
8077,KDU-ČSL,0.0,68007
8078,ODS,0.0,68007
8079,SPD,0.0,68007
8080,STAN,0.0,68007
8081,TOP09,0.0,68007
8082,KDU-ČSL,0.0,68008
8083,KSČM,0.0,68008
8084,ODS,0.0,68008
8085,Piráti,0.0,68008
8086,SPD,0.0,68008
8087,STAN,0.0,68008
8088,TOP09,0.0,68008
8089,KDU-ČSL,0.0,68009
8090,KSČM,0.0,68009
8091,ODS,0.0,68009
8092,Piráti,0.0,68009
8093,SPD,0.0,68009
8094,STAN,0.0,68009
8095,TOP09,0.0,68009
8096,ČSSD,0.0,68009
8097,ANO,0.0,68010
8098,KDU-ČSL,0.0,68010
8099,KSČM,0.0,68010
8100,ODS,0.0,68010
8101,Piráti,0.0,68010
8102,SPD,0.0,68010
8103,STAN,0.0,68010
8104,TOP09,0.0,68010
8105,ČSSD,0.0,68010
8106,ANO,0.0,68011
8107,KDU-ČSL,0.0,68011
8108,ODS,0.0,68011
8109,Piráti,0.0,68011
8110,SPD,0.0,68011
8111,STAN,0.0,68011
8112,TOP09,0.0,68011
8113,ČSSD,0.0,68011
8114,ANO,0.0,68012
8115,KDU-ČSL,0.0,68012
8116,KSČM,0.0,68012
8117,ODS,0.0,68012
8118,Piráti,0.0,68012
8119,SPD,0.0,68012
8120,STAN,0.0,68012
8121,TOP09,0.0,68012
8122,ANO,0.0,68013
8123,KDU-ČSL,0.0,68013
8124,KSČM,0.0,68013
8125,ODS,0.0,68013
8126,Piráti,0.0,68013
8127,SPD,0.0,68013
8128,STAN,0.0,68013
8129,TOP09,0.0,68013
8130,ČSSD,0.0,68013
8131,ANO,0.0,68014
8132,KDU-ČSL,0.0,68014
8133,ODS,0.0,68014
8134,ODS,0.25,68014
8135,Piráti,0.0,68014
8136,SPD,0.0,68014
8137,TOP09,0.0,68014
8138,ČSSD,0.0,68014
8139,ČSSD,0.16666666666666666,68014
8140,KDU-ČSL,0.0,68015
8141,KDU-ČSL,0.25,68015
8142,Piráti,0.0,68015
8143,STAN,0.0,68015
8144,ČSSD,0.0,68015
8145,ANO,0.0,68016
8146,KDU-ČSL,0.0,68016
8147,ODS,0.0,68016
8148,Piráti,0.0,68016
8149,Piráti,0.1,68016
8150,STAN,0.0,68016
8151,TOP09,0.0,68016
8152,ČSSD,0.0,68016
8153,ANO,0.0,68017
8154,KDU-ČSL,0.0,68017
8155,KDU-ČSL,0.3333333333333333,68017
8156,ODS,0.0,68017
8157,Piráti,0.0,68017
8158,STAN,0.0,68017
8159,TOP09,0.0,68017
8160,ČSSD,0.0,68017
8161,ANO,0.0,68018
8162,KDU-ČSL,0.0,68018
8163,KSČM,0.0,68018
8164,ODS,0.0,68018
8165,Piráti,0.0,68018
8166,SPD,0.0,68018
8167,STAN,0.0,68018
8168,TOP09,0.0,68018
8169,ČSSD,0.0,68018
8170,ANO,0.0,68019
8171,KDU-ČSL,0.0,68019
8172,KSČM,0.0,68019
8173,ODS,0.0,68019
8174,Piráti,0.0,68019
8175,SPD,0.0,68019
8176,STAN,0.0,68019
8177,TOP09,0.0,68019
8178,ČSSD,0.0,68019
8179,ANO,0.0,68020
8180,KDU-ČSL,0.0,68020
8181,KSČM,0.0,68020
8182,ODS,0.0,68020
8183,Piráti,0.0,68020
8184,SPD,0.0,68020
8185,STAN,0.0,68020
8186,TOP09,0.0,68020
8187,ČSSD,0.0,68020
8188,ANO,0.0,68021
8189,ANO,0.07142857142857142,68021
8190,KDU-ČSL,0.0,68021
8191,ODS,0.0,68021
8192,Piráti,0.0,68021
8193,SPD,0.0,68021
8194,STAN,0.0,68021
8195,ČSSD,0.0,68021
8196,ANO,0.0,68022
8197,KDU-ČSL,0.0,68022
8198,ODS,0.0,68022
8199,Piráti,0.0,68022
8200,SPD,0.0,68022
8201,ČSSD,0.0,68022
8202,ANO,0.0,68023
8203,KDU-ČSL,0.0,68023
8204,ODS,0.0,68023
8205,Piráti,0.0,68023
8206,SPD,0.0,68023
8207,STAN,0.0,68023
8208,TOP09,0.0,68023
8209,KDU-ČSL,0.0,68024
8210,ODS,0.0,68024
8211,Piráti,0.0,68024
8212,SPD,0.0,68024
8213,STAN,0.0,68024
8214,TOP09,0.0,68024
8215,ČSSD,0.0,68024
8216,ODS,0.0,68025
8217,Piráti,0.0,68025
8218,SPD,0.0,68025
8219,TOP09,0.0,68025
8220,ČSSD,0.0,68025
8221,KDU-ČSL,0.0,68026
8222,ODS,0.0,68026
8223,Piráti,0.0,68026
8224,STAN,0.0,68026
8225,TOP09,0.0,68026
8226,KDU-ČSL,0.0,68027
8227,ODS,0.0,68027
8228,Piráti,0.0,68027
8229,SPD,0.0,68027
8230,TOP09,0.0,68027
8231,ODS,0.0,68028
8232,Piráti,0.0,68028
8233,STAN,0.0,68028
8234,TOP09,0.0,68028
8235,ANO,0.0,68029
8236,KDU-ČSL,0.0,68029
8237,KSČM,0.0,68029
8238,ODS,0.0,68029
8239,Piráti,0.0,68029
8240,SPD,0.0,68029
8241,STAN,0.0,68029
8242,ČSSD,0.0,68029
8243,ANO,0.0,68030
8244,KDU-ČSL,0.0,68030
8245,KSČM,0.0,68030
8246,ODS,0.0,68030
8247,Piráti,0.0,68030
8248,STAN,0.0,68030
8249,ANO,0.0,68031
8250,ANO,0.13636363636363635,68031
8251,KDU-ČSL,0.0,68031
8252,KSČM,0.0,68031
8253,KSČM,0.5,68031
8254,ODS,0.0,68031
8255,Piráti,0.0,68031
8256,SPD,0.0,68031
8257,STAN,0.0,68031
8258,TOP09,0.0,68031
8259,ČSSD,0.0,68031
8260,ČSSD,0.1,68031
8261,ANO,0.0,68032
8262,ANO,0.034482758620689655,68032
8263,KDU-ČSL,0.0,68032
8264,KSČM,0.0,68032
8265,ODS,0.0,68032
8266,Piráti,0.0,68032
8267,Piráti,0.05263157894736842,68032
8268,SPD,0.0,68032
8269,STAN,0.0,68032
8270,TOP09,0.0,68032
8271,ČSSD,0.0,68032
8272,ANO,0.0,68033
8273,ANO,0.14583333333333334,68033
8274,KDU-ČSL,0.0,68033
8275,KSČM,0.0,68033
8276,KSČM,1.0,68033
8277,ODS,0.0,68033
8278,Piráti,0.0,68033
8279,SPD,0.0,68033
8280,STAN,0.0,68033
8281,TOP09,0.0,68033
8282,ČSSD,0.0,68033
8283,ČSSD,0.1111111111111111,68033
8284,ANO,0.0,68034
8285,KDU-ČSL,0.0,68034
8286,KSČM,0.0,68034
8287,ODS,0.0,68034
8288,Piráti,0.0,68034
8289,SPD,0.0,68034
8290,STAN,0.0,68034
8291,ČSSD,0.0,68034
8292,ANO,0.0,68035
8293,KDU-ČSL,0.0,68035
8294,KSČM,0.0,68035
8295,ODS,0.0,68035
8296,Piráti,0.0,68035
8297,SPD,0.0,68035
8298,STAN,0.0,68035
8299,ČSSD,0.0,68035
8300,ANO,0.0,68036
8301,KDU-ČSL,0.0,68036
8302,KSČM,0.0,68036
8303,ODS,0.0,68036
8304,ODS,0.1,68036
8305,Piráti,0.0,68036
8306,Piráti,0.3333333333333333,68036
8307,STAN,0.0,68036
8308,TOP09,0.0,68036
8309,TOP09,0.25,68036
8310,ČSSD,0.0,68036
8311,ANO,0.0,68037
8312,ANO,0.1111111111111111,68037
8313,KDU-ČSL,0.0,68037
8314,KSČM,0.0,68037
8315,ODS,0.0,68037
8316,Piráti,0.0,68037
8317,SPD,0.0,68037
8318,TOP09,0.0,68037
8319,ČSSD,0.0,68037
8320,ČSSD,0.2,68037
8321,ANO,0.0,68038
8322,ANO,0.034482758620689655,68038
8323,KDU-ČSL,0.0,68038
8324,KSČM,0.0,68038
8325,ODS,0.0,68038
8326,Piráti,0.0,68038
8327,SPD,0.0,68038
8328,STAN,0.0,68038
8329,TOP09,0.0,68038
8330,ČSSD,0.0,68038
8331,ČSSD,0.1111111111111111,68038
8332,ANO,0.0,68039
8333,ANO,0.016129032258064516,68039
8334,KDU-ČSL,0.0,68039
8335,KSČM,0.0,68039
8336,ODS,0.0,68039
8337,Piráti,0.0,68039
8338,SPD,0.0,68039
8339,STAN,0.0,68039
8340,TOP09,0.0,68039
8341,ČSSD,0.0,68039
8342,ANO,0.0,68040
8343,KDU-ČSL,0.0,68040
8344,KSČM,0.0,68040
8345,ODS,0.0,68040
8346,Piráti,0.0,68040
8347,SPD,0.0,68040
8348,STAN,0.0,68040
8349,TOP09,0.0,68040
8350,ČSSD,0.0,68040
8351,ANO,0.0,68041
8352,KDU-ČSL,0.0,68041
8353,KSČM,0.0,68041
8354,ODS,0.0,68041
8355,Piráti,0.0,68041
8356,SPD,0.0,68041
8357,STAN,0.0,68041
8358,TOP09,0.0,68041
8359,ČSSD,0.0,68041
8360,ANO,0.0,68042
8361,KDU-ČSL,0.0,68042
8362,Piráti,0.0,68042
8363,SPD,0.0,68042
8364,ANO,0.0,68043
8365,KSČM,0.0,68043
8366,ODS,0.0,68043
8367,Piráti,0.0,68043
8368,SPD,0.0,68043
8369,STAN,0.0,68043
8370,TOP09,0.0,68043
8371,ČSSD,0.0,68043
8372,ANO,0.0,68044
8373,KDU-ČSL,0.0,68044
8374,KSČM,0.0,68044
8375,ODS,0.0,68044
8376,Piráti,0.0,68044
8377,SPD,0.0,68044
8378,STAN,0.0,68044
8379,TOP09,0.0,68044
8380,ČSSD,0.0,68044
8381,ANO,0.0,68045
8382,KDU-ČSL,0.0,68045
8383,KSČM,0.0,68045
8384,ODS,0.0,68045
8385,ODS,0.043478260869565216,68045
8386,Piráti,0.0,68045
8387,SPD,0.0,68045
8388,STAN,0.0,68045
8389,TOP09,0.0,68045
8390,ČSSD,0.0,68045
8391,ANO,0.0,68046
8392,KDU-ČSL,0.0,68046
8393,KSČM,0.0,68046
8394,ODS,0.0,68046
8395,Piráti,0.0,68046
8396,SPD,0.0,68046
8397,STAN,0.0,68046
8398,TOP09,0.0,68046
8399,ČSSD,0.0,68046
8400,ANO,0.0,68047
8401,ANO,0.01639344262295082,68047
8402,KDU-ČSL,0.0,68047
8403,KSČM,0.0,68047
8404,ODS,0.0,68047
8405,SPD,0.0,68047
8406,STAN,0.0,68047
8407,TOP09,0.0,68047
8408,ČSSD,0.0,68047
8409,ANO,0.0,68048
8410,KDU-ČSL,0.0,68048
8411,KSČM,0.0,68048
8412,ODS,0.0,68048
8413,Piráti,0.0,68048
8414,SPD,0.0,68048
8415,STAN,0.0,68048
8416,TOP09,0.0,68048
8417,ČSSD,0.0,68048
8418,ANO,0.0,68049
8419,KDU-ČSL,0.0,68049
8420,KSČM,0.0,68049
8421,ODS,0.0,68049
8422,Piráti,0.0,68049
8423,SPD,0.0,68049
8424,STAN,0.0,68049
8425,TOP09,0.0,68049
8426,ČSSD,0.0,68049
8427,ANO,0.0,68050
8428,KDU-ČSL,0.0,68050
8429,KSČM,0.0,68050
8430,ODS,0.0,68050
8431,Piráti,0.0,68050
8432,SPD,0.0,68050
8433,STAN,0.0,68050
8434,TOP09,0.0,68050
8435,ČSSD,0.0,68050
8436,ANO,0.0,68051
8437,KDU-ČSL,0.0,68051
8438,KSČM,0.0,68051
8439,ODS,0.0,68051
8440,Piráti,0.0,68051
8441,Piráti,0.5,68051
8442,SPD,0.0,68051
8443,STAN,0.0,68051
8444,TOP09,0.0,68051
8445,ČSSD,0.0,68051
8446,ANO,0.0,68052
8447,ANO,0.5,68052
8448,KDU-ČSL,0.0,68052
8449,KSČM,0.0,68052
8450,ODS,0.0,68052
8451,Piráti,0.0,68052
8452,SPD,0.0,68052
8453,STAN,0.0,68052
8454,TOP09,0.0,68052
8455,ČSSD,0.0,68052
8456,ANO,0.0,68053
8457,KDU-ČSL,0.0,68053
8458,KSČM,0.0,68053
8459,ODS,0.0,68053
8460,Piráti,0.0,68053
8461,SPD,0.0,68053
8462,STAN,0.0,68053
8463,TOP09,0.0,68053
8464,ČSSD,0.0,68053
8465,ANO,0.0,68054
8466,KDU-ČSL,0.0,68054
8467,KSČM,0.0,68054
8468,ODS,0.0,68054
8469,Piráti,0.0,68054
8470,SPD,0.0,68054
8471,STAN,0.0,68054
8472,TOP09,0.0,68054
8473,ČSSD,0.0,68054
8474,ANO,0.0,68055
8475,KDU-ČSL,0.0,68055
8476,KSČM,0.0,68055
8477,ODS,0.0,68055
8478,Piráti,0.0,68055
8479,SPD,0.0,68055
8480,STAN,0.0,68055
8481,TOP09,0.0,68055
8482,ČSSD,0.0,68055
8483,ANO,0.0,68056
8484,KDU-ČSL,0.0,68056
8485,KSČM,0.0,68056
8486,ODS,0.0,68056
8487,Piráti,0.0,68056
8488,SPD,0.0,68056
8489,STAN,0.0,68056
8490,TOP09,0.0,68056
8491,ČSSD,0.0,68056
8492,ANO,0.0,68057
8493,KDU-ČSL,0.0,68057
8494,KSČM,0.0,68057
8495,ODS,0.0,68057
8496,SPD,0.0,68057
8497,STAN,0.0,68057
8498,TOP09,0.0,68057
8499,ČSSD,0.0,68057
8500,ANO,0.0,68058
8501,KDU-ČSL,0.0,68058
8502,KSČM,0.0,68058
8503,ODS,0.0,68058
8504,Piráti,0.0,68058
8505,Piráti,0.11764705882352941,68058
8506,SPD,0.0,68058
8507,STAN,0.0,68058
8508,TOP09,0.0,68058
8509,ČSSD,0.0,68058
8510,ANO,0.0,68059
8511,KDU-ČSL,0.0,68059
8512,KDU-ČSL,0.2,68059
8513,KSČM,0.0,68059
8514,ODS,0.0,68059
8515,Piráti,0.0,68059
8516,SPD,0.0,68059
8517,STAN,0.0,68059
8518,TOP09,0.0,68059
8519,ČSSD,0.0,68059
8520,ANO,0.0,68060
8521,KDU-ČSL,0.0,68060
8522,KSČM,0.0,68060
8523,ODS,0.0,68060
8524,SPD,0.0,68060
8525,STAN,0.0,68060
8526,TOP09,0.0,68060
8527,ČSSD,0.0,68060
8528,ANO,0.0,68061
8529,KDU-ČSL,0.0,68061
8530,KSČM,0.0,68061
8531,ODS,0.0,68061
8532,SPD,0.0,68061
8533,STAN,0.0,68061
8534,TOP09,0.0,68061
8535,ČSSD,0.0,68061
8536,ANO,0.0,68062
8537,ANO,0.3333333333333333,68062
8538,KDU-ČSL,0.0,68062
8539,KSČM,0.0,68062
8540,ODS,0.0,68062
8541,Piráti,0.0,68062
8542,SPD,0.0,68062
8543,STAN,0.0,68062
8544,TOP09,0.0,68062
8545,ČSSD,0.0,68062
8546,ČSSD,0.5,68062
8547,ANO,0.0,68063
8548,KDU-ČSL,0.0,68063
8549,KSČM,0.0,68063
8550,ODS,0.0,68063
8551,Piráti,0.0,68063
8552,SPD,0.0,68063
8553,STAN,0.0,68063
8554,TOP09,0.0,68063
8555,ČSSD,0.0,68063
8556,ČSSD,1.0,68063
8557,ANO,0.0,68064
8558,KDU-ČSL,0.0,68064
8559,KSČM,0.0,68064
8560,ODS,0.0,68064
8561,Piráti,0.0,68064
8562,SPD,0.0,68064
8563,STAN,0.0,68064
8564,TOP09,0.0,68064
8565,ČSSD,0.0,68064
8566,ČSSD,1.0,68064
8567,ANO,0.0,68065
8568,KDU-ČSL,0.0,68065
8569,KSČM,0.0,68065
8570,ODS,0.0,68065
8571,Piráti,0.0,68065
8572,SPD,0.0,68065
8573,STAN,0.0,68065
8574,TOP09,0.0,68065
8575,ČSSD,0.0,68065
8576,ANO,0.0,68066
8577,KDU-ČSL,0.0,68066
8578,KSČM,0.0,68066
8579,ODS,0.0,68066
8580,Piráti,0.0,68066
8581,SPD,0.0,68066
8582,STAN,0.0,68066
8583,TOP09,0.0,68066
8584,ČSSD,0.0,68066
8585,ANO,0.0,68067
8586,KDU-ČSL,0.0,68067
8587,KSČM,0.0,68067
8588,ODS,0.0,68067
8589,Piráti,0.0,68067
8590,SPD,0.0,68067
8591,STAN,0.0,68067
8592,TOP09,0.0,68067
8593,ČSSD,0.0,68067
8594,ANO,0.0,68068
8595,KDU-ČSL,0.0,68068
8596,KSČM,0.0,68068
8597,ODS,0.0,68068
8598,Piráti,0.0,68068
8599,SPD,0.0,68068
8600,STAN,0.0,68068
8601,TOP09,0.0,68068
8602,ČSSD,0.0,68068
8603,ANO,0.0,68069
8604,KDU-ČSL,0.0,68069
8605,KSČM,0.0,68069
8606,ODS,0.0,68069
8607,Piráti,0.0,68069
8608,SPD,0.0,68069
8609,STAN,0.0,68069
8610,TOP09,0.0,68069
8611,ČSSD,0.0,68069
8612,ANO,0.0,68070
8613,KDU-ČSL,0.0,68070
8614,KSČM,0.0,68070
8615,ODS,0.0,68070
8616,Piráti,0.0,68070
8617,SPD,0.0,68070
8618,STAN,0.0,68070
8619,TOP09,0.0,68070
8620,ČSSD,0.0,68070
8621,ANO,0.0,68071
8622,ANO,0.08333333333333333,68071
8623,KDU-ČSL,0.0,68071
8624,ODS,0.0,68071
8625,Piráti,0.0,68071
8626,SPD,0.0,68071
8627,STAN,0.0,68071
8628,TOP09,0.0,68071
8629,ČSSD,0.0,68071
8630,ANO,0.0,68072
8631,ANO,0.022222222222222223,68072
8632,KDU-ČSL,0.0,68072
8633,KDU-ČSL,0.16666666666666666,68072
8634,KSČM,0.0,68072
8635,KSČM,0.6666666666666666,68072
8636,ODS,0.0,68072
8637,Piráti,0.0,68072
8638,SPD,0.0,68072
8639,STAN,0.0,68072
8640,TOP09,0.0,68072
8641,ČSSD,0.0,68072
8642,ČSSD,0.25,68072
8643,ANO,0.0,68073
8644,ANO,0.016129032258064516,68073
8645,KDU-ČSL,0.0,68073
8646,KDU-ČSL,0.16666666666666666,68073
8647,KSČM,0.0,68073
8648,ODS,0.0,68073
8649,Piráti,0.0,68073
8650,STAN,0.0,68073
8651,TOP09,0.0,68073
8652,ČSSD,0.0,68073
8653,ANO,0.0,68074
8654,KDU-ČSL,0.0,68074
8655,KSČM,0.0,68074
8656,ODS,0.0,68074
8657,Piráti,0.0,68074
8658,SPD,0.0,68074
8659,STAN,0.0,68074
8660,TOP09,0.0,68074
8661,ČSSD,0.0,68074
8662,ANO,0.0,68075
8663,ANO,0.13043478260869565,68075
8664,KDU-ČSL,0.0,68075
8665,KSČM,0.0,68075
8666,KSČM,0.1111111111111111,68075
8667,ODS,0.0,68075
8668,ODS,0.07692307692307693,68075
8669,Piráti,0.0,68075
