,f__bootstrap,f__class_weight,f__criterion,f__max_depth,f__max_features,f__min_samples_leaf,f__min_samples_split,f__n_estimators,prec,f1,recall
172,True,balanced,entropy,50.0,auto,4,10,50,0.0,0.0,0.0
173,False,,entropy,50.0,auto,1,10,100,0.0,0.0,0.0
174,False,,gini,10.0,sqrt,1,2,200,0.0,0.0,0.0
175,True,balanced_subsample,entropy,50.0,auto,1,10,200,0.0,0.0,0.0
176,False,balanced,entropy,10.0,auto,2,10,200,0.1738095238095238,0.09112867808519982,0.06416666666666666
177,True,balanced,gini,50.0,sqrt,4,2,100,0.0,0.0,0.0
178,False,balanced,gini,10.0,auto,4,2,10,0.15523809523809523,0.08655788655788656,0.06416666666666666
179,True,balanced,gini,10.0,sqrt,2,10,200,0.0,0.0,0.0
180,False,,entropy,,auto,4,10,100,0.0,0.0,0.0
181,True,balanced,entropy,50.0,sqrt,1,10,50,0.0,0.0,0.0
182,True,balanced,gini,50.0,auto,4,10,10,0.075,0.05,0.0375
183,True,balanced_subsample,entropy,,auto,4,2,200,0.0,0.0,0.0
184,True,balanced_subsample,entropy,,sqrt,1,2,200,0.0,0.0,0.0
185,True,balanced_subsample,entropy,50.0,auto,1,10,50,0.0,0.0,0.0
186,True,,entropy,10.0,auto,4,2,100,0.0,0.0,0.0
187,True,balanced_subsample,entropy,10.0,sqrt,2,2,200,0.0,0.0,0.0
188,False,balanced,entropy,,sqrt,2,10,200,0.19238095238095237,0.09423426814731162,0.06416666666666666
189,True,balanced_subsample,entropy,10.0,auto,2,2,100,0.0,0.0,0.0
190,False,,gini,50.0,auto,1,2,10,0.0,0.0,0.0
191,False,balanced,gini,10.0,auto,4,2,50,0.198015873015873,0.09037789661319073,0.06416666666666666
192,False,,gini,50.0,sqrt,2,10,50,0.0,0.0,0.0
193,True,,gini,50.0,sqrt,4,2,10,0.0,0.0,0.0
194,True,balanced,entropy,10.0,sqrt,1,10,100,0.0,0.0,0.0
195,True,balanced_subsample,entropy,10.0,sqrt,2,10,10,0.27999999999999997,0.06162464985994398,0.0375
196,True,balanced_subsample,gini,,sqrt,4,2,50,0.0,0.0,0.0
197,False,balanced,entropy,10.0,sqrt,2,10,10,0.17103174603174603,0.09033816425120773,0.06416666666666666
198,True,balanced_subsample,gini,,sqrt,4,2,10,0.16666666666666666,0.05858585858585859,0.0375
199,False,balanced_subsample,entropy,10.0,sqrt,4,2,200,0.19,0.09373737373737374,0.06416666666666666
